,ID,Count
81,18297,322.556754728186
82,18298,457.8326806981866
83,18299,507.5675573581684
84,18300,512.945094982261
85,18301,453.6599465855027
86,18302,485.07299423662266
87,18303,478.94612759933693
88,18304,466.72177977626313
89,18305,477.59439683043934
90,18306,489.34857742954875
91,18307,519.2482743285334
92,18308,498.97965915794407
93,18309,465.7447135139622
94,18310,467.4343769750841
95,18311,456.38544721192136
96,18288,415.0979984760653
97,18289,331.2699195970134
98,18290,280.3563855928585
99,18291,231.6484654205267
100,18292,194.97921338710825
101,18293,174.5385581095781
102,18294,187.67634484695856
103,18295,217.65498903601758
104,18296,250.64330025980496
105,18297,323.88590807308424
106,18298,459.71926291986887
107,18299,509.65908111867043
108,18300,515.0587778574478
109,18301,455.52933430289403
110,18302,487.0718250884296
111,18303,480.9197115909702
112,18304,468.64499113560737
113,18305,479.5624107713868
114,18306,491.365026593851
115,18307,521.3879305922442
116,18308,501.03579493338253
117,18309,467.6638986953651
118,18310,469.3605247198443
119,18311,458.266065846728
120,18288,413.61210992917984
121,18289,330.08410279889836
122,18290,279.3528193412071
123,18291,230.81925448013283
124,18292,194.28126403269977
125,18293,173.91377830953803
126,18294,187.00453690677764
127,18295,216.8758692701589
128,18296,249.7460952369504
129,18297,322.7265231493549
130,18298,458.0736476915058
131,18299,507.83470086574073
132,18300,513.2150688012711
133,18301,453.8987173808758
134,18302,485.3282983813232
135,18303,479.1982070449403
136,18304,466.9674252898551
137,18305,477.84576483163767
138,18306,489.6061319038349
139,18307,519.5215656437368
140,18308,499.2422826736166
141,18309,465.98984477697866
142,18310,467.680397543607
143,18311,456.6256524957415
144,18288,413.1910174308536
145,18289,329.7480489548048
146,18290,279.0684142820056
147,18291,230.58426074035214
148,18292,194.08346909177428
149,18293,173.7367192108229
150,18294,186.81415029634235
151,18295,216.6550710889033
152,18296,249.4918323547331
153,18297,322.39795995053464
154,18298,457.6072895455684
155,18299,507.31768171230993
156,18300,512.6925719731747
157,18301,453.4366096710176
158,18302,484.83419267027705
159,18303,478.710342291095
160,18304,466.492012517763
161,18305,477.35927697962086
162,18306,489.10767099244015
163,18307,518.992648262549
164,18308,498.73401133669387
165,18309,465.5154272654474
166,18310,467.2042589047902
167,18311,456.16076853274006
168,18288,414.02206939701455
169,18289,330.4112719022095
170,18290,279.62970517314
171,18291,231.04803535105287
172,18292,194.47382958312994
173,18293,174.08615624116368
174,18294,187.18988999144943
175,18295,217.09082989103482
176,18296,249.99363580416122
177,18297,323.0463996483992
178,18298,458.52767605365625
179,18299,508.3380508371683
180,18300,513.7237516261683
181,18301,454.34860768186377
182,18302,485.8093407061323
183,18303,479.6731734137469
184,18304,467.43026888793236
185,18305,478.31939070175775
186,18306,490.09141428427165
187,18307,520.0364992722914
188,18308,499.737116107194
189,18309,466.45171942763596
190,18310,468.1439478176223
191,18311,457.0782456500592
192,18288,414.50135238327834
193,18289,330.79376480004737
194,18290,279.95341197538517
195,18291,231.31550271701892
196,18292,194.6989576733511
197,18293,174.2876830171444
198,18294,187.4065859989936
199,18295,217.34214002383086
200,18296,250.28303510234275
201,18297,323.4203667737525
202,18298,459.05847991680207
203,18299,508.9265165182166
204,18300,514.3184519380445
205,18301,454.8745737440394
206,18302,486.3717265516684
207,18303,480.22845586842175
208,18304,467.97137862990576
209,18305,478.87310598147053
210,18306,490.65875717235133
211,18307,520.6385073891544
212,18308,500.3156251168793
213,18309,466.9916963746638
214,18310,468.68588373335285
215,18311,457.6073716139249
216,18288,414.419604759916
217,18289,330.72852591978796
218,18290,279.8981997886225
219,18291,231.2698828596041
220,18292,194.66055930150162
221,18293,174.25331014046725
222,18294,187.36962582282098
223,18295,217.29927598176857
224,18296,250.23367448344516
225,18297,323.35658206912194
226,18298,458.9679447725818
227,18299,508.82614643992315
228,18300,514.217018466584
229,18301,454.78486374642966
230,18302,486.27580471091295
231,18303,480.1337455985699
232,18304,467.8790856909693
233,18305,478.7786630126333
234,18306,490.56198984686466
235,18307,520.5358274814405
236,18308,500.21695327166293
237,18309,466.89959664787386
238,18310,468.59344988029454
239,18311,457.5171226561171
240,18288,414.371482329636
241,18289,330.6901217027882
242,18290,279.8656979922545
243,18291,231.24302778642237
244,18292,194.63795530524843
245,18293,174.23307583525585
246,18294,187.34786845021677
247,18295,217.27404317632642
248,18296,250.2046173336006
249,18297,323.3190338827006
250,18298,458.91464938628883
251,18299,508.7670615161516
252,18300,514.1573075544175
253,18301,454.7320540997656
254,18302,486.21933833422554
255,18303,480.0779924381686
256,18304,467.8247555424386
257,18305,478.7230672045061
258,18306,490.50502575809264
259,18307,520.4753828287782
260,18308,500.1588680479375
261,18309,466.84538023767175
262,18310,468.53903677974984
263,18311,457.46399573937856
264,18288,416.0749491350226
265,18289,332.0495773342977
266,18290,281.0162161790175
267,18291,232.19365986080317
268,18292,195.4381051950689
269,18293,174.94934197262887
270,18294,188.11804904558653
271,18295,218.16724923901722
272,18296,251.23319984556792
273,18297,324.6481872275988
274,18298,460.801231607971
275,18299,510.85858527665357
276,18300,516.2709904296042
277,18301,456.60144181715685
278,18302,488.21816918603236
279,18303,482.0515764298017
280,18304,469.7479669017828
281,18305,480.6910811454535
282,18306,492.52147492239476
283,18307,522.6150390924889
284,18308,502.2150038233759
285,18309,468.7645654190746
286,18310,470.46518452450994
287,18311,459.34461437418514
288,18288,414.58906058813733
289,18289,330.86376053618267
290,18290,280.0126499273661
291,18291,231.3644489204094
292,18292,194.74015584066046
293,18293,174.3245621725888
294,18294,187.44624110540568
295,18295,217.38812947315859
296,18296,250.33599482271342
297,18297,323.4888023038695
298,18298,459.15561637960803
299,18299,509.034205023724
300,18300,514.4272813734275
301,18301,454.97082489513866
302,18302,486.47464247892594
303,18303,480.3300718837719
304,18304,468.07040105603056
305,18305,478.97443520570437
306,18306,490.76258023237875
307,18307,520.7486741439816
308,18308,500.42149156361
309,18309,467.0905115006883
310,18310,468.78505734827263
311,18311,457.70420102319883
312,18288,414.1679680898111
313,18289,330.52770669208905
314,18290,279.7282448681646
315,18291,231.1294551806287
316,18292,194.54236089973494
317,18293,174.14750307387368
318,18294,187.25585449497038
319,18295,217.167331291903
320,18296,250.08173194049618
321,18297,323.1602391050493
322,18298,458.68925823367067
323,18299,508.51718587029313
324,18300,513.9047845453313
325,18301,454.50871718528043
326,18302,485.98053676787987
327,18303,479.8422071299266
328,18304,467.5949882839385
329,18305,478.48794735368756
330,18306,490.26411932098387
331,18307,520.2197567627938
332,18308,499.9132202266874
333,18309,466.61609398915704
334,18310,468.30891870945584
335,18311,457.2393170601973
336,18288,414.999020055972
337,18289,331.19092963949373
338,18290,280.28953575929893
339,18291,231.59322979132938
340,18292,194.9327213910906
341,18293,174.4969401042144
342,18294,187.63159419007746
343,18295,217.60309009403448
344,18296,250.5835353899242
345,18297,323.80867880291373
346,18298,459.60964474175836
347,18299,509.5375549951514
348,18300,514.9359641983248
349,18301,455.4207151961266
350,18302,486.955684803735
351,18303,480.80503825257847
352,18304,468.53324465410776
353,18305,479.4480610758244
354,18306,491.2478626128154
355,18307,521.2636077725361
356,18308,500.9163249971874
357,18309,467.55238615134544
358,18310,469.2486076222879
359,18311,458.1567941775164
360,18288,415.4783030422358
361,18289,331.5734225373317
362,18290,280.6132425615442
363,18291,231.86069715729548
364,18292,195.1578494813118
365,18293,174.69846688019516
366,18294,187.8482901976216
367,18295,217.85440022683056
368,18296,250.87293468810577
369,18297,324.1826459282671
370,18298,460.1404486049043
371,18299,510.1260206761998
372,18300,515.5306645102011
373,18301,455.9466812583023
374,18302,487.5180706492712
375,18303,481.36032070725344
376,18304,469.0743543960812
377,18305,480.0017763555373
378,18306,491.8152055008951
379,18307,521.8656158893991
380,18308,501.4948340068728
381,18309,468.09236309837337
382,18310,469.7905435380185
383,18311,458.6859201413822
384,18288,415.3965554188734
385,18289,331.5081836570722
386,18290,280.5580303747815
387,18291,231.8150772998806
388,18292,195.11945110946232
389,18293,174.66409400351796
390,18294,187.81133002144898
391,18295,217.81153618476822
392,18296,250.82357406920815
393,18297,324.11886122363654
394,18298,460.0499134606839
395,18299,510.0256505979063
396,18300,515.4292310387403
397,18301,455.8569712606925
398,18302,487.42214880851566
399,18303,481.26561043740145
400,18304,468.9820614571447
401,18305,479.9073333867
402,18306,491.7184381754084
403,18307,521.7629359816851
404,18308,501.3961621616562
405,18309,468.0002633715833
406,18310,469.6981096849602
407,18311,458.5956711835743
408,18288,415.3484329885934
409,18289,331.46977944007244
410,18290,280.52552857841346
411,18291,231.7882222266989
412,18292,195.0968471132091
413,18293,174.64385969830658
414,18294,187.7895726488448
415,18295,217.78630337932609
416,18296,250.7945169193636
417,18297,324.0813130372151
418,18298,459.996618074391
419,18299,509.96656567413476
420,18300,515.3695201265738
421,18301,455.80416161402843
422,18302,487.3656824318282
423,18303,481.2098572770001
424,18304,468.92773130861406
425,18305,479.85173757857274
426,18306,491.66147408663636
427,18307,521.7024913290228
428,18308,501.33807693793085
429,18309,467.9460469613813
430,18310,469.64369658441535
431,18311,458.54254426683576
432,18288,417.0518997939801
433,18289,332.829235071582
434,18290,281.6760467651764
435,18291,232.73885430107973
436,18292,195.89699700302964
437,18293,175.36012583567964
438,18294,188.55975324421456
439,18295,218.67950944201692
440,18296,251.82309943133097
441,18297,325.4104663821134
442,18298,461.88320029607326
443,18299,512.0580894346368
444,18300,517.4832030017607
445,18301,457.67354933141974
446,18302,489.3645132836351
447,18303,483.1834412686334
448,18304,470.8509426679583
449,18305,481.81975151952025
450,18306,493.6779232509385
451,18307,523.8421475927337
452,18308,503.3942127133693
453,18309,469.86523214278424
454,18310,471.56984432917557
455,18311,460.4231629016424
456,18288,415.5660112470947
457,18289,331.643418273467
458,18290,280.6724805135251
459,18291,231.9096433606859
460,18292,195.19904764862113
461,18293,174.73534603563954
462,18294,187.88794530403368
463,18295,217.90038967615823
464,18296,250.9258944084764
465,18297,324.251081458384
466,18298,460.23758506771026
467,18299,510.2337091817071
468,18300,515.6394939455838
469,18301,456.0429324094015
470,18302,487.62098657652865
471,18303,481.46193672260347
472,18304,469.17337682220597
473,18305,480.10310557977107
474,18306,491.91902856092247
475,18307,521.9757826442263
476,18308,501.6007004536034
477,18309,468.1911782243978
478,18310,469.88971715293826
479,18311,458.78274955065604
480,18288,415.1449187487684
481,18289,331.3073644293733
482,18290,280.38807545432354
483,18291,231.6746496209052
484,18292,195.0012527076956
485,18293,174.55828693692442
486,18294,187.69755869359835
487,18295,217.67959149490264
488,18296,250.67163152625915
489,18297,323.92251825956384
490,18298,459.7712269217728
491,18299,509.7166900282763
492,18300,515.1169971174876
493,18301,455.58082469954326
494,18302,487.1268808654825
495,18303,480.97407196875815
496,18304,468.6979640501139
497,18305,479.61661772775426
498,18306,491.4205676495276
499,18307,521.4468652630385
500,18308,501.09242911668065
501,18309,467.7167607128665
502,18310,469.41357851412147
503,18311,458.31786558765447
504,18288,415.9759707149294
505,18289,331.970587376778
506,18290,280.9493663454579
507,18291,232.13842423160594
508,18292,195.39161319905133
509,18293,174.90772396726516
510,18294,188.07329838870544
511,18295,218.11535029703418
512,18296,251.1734349756872
513,18297,324.57095795742833
514,18298,460.6916134298606
515,18299,510.73705915313457
516,18300,516.1481767704812
517,18301,456.49282271038953
518,18302,488.1020289013377
519,18303,481.93690309141004
520,18304,469.6362204202833
521,18305,480.5767314498912
522,18306,492.40431094135926
523,18307,522.4907162727809
524,18308,502.0955338871808
525,18309,468.6530528750551
526,18310,470.35326742695355
527,18311,459.2353427049736
528,18288,416.4552537011932
529,18289,332.35308027461593
530,18290,281.2730731477031
531,18291,232.405891597572
532,18292,195.61674128927245
533,18293,175.1092507432459
534,18294,188.2899943962496
535,18295,218.36666042983023
536,18296,251.46283427386876
537,18297,324.94492508278165
538,18298,461.2224172930065
539,18299,511.3255248341829
540,18300,516.7428770823574
541,18301,457.0187887725651
542,18302,488.66441474687394
543,18303,482.4921855460849
544,18304,470.1773301622566
545,18305,481.13044672960393
546,18306,492.9716538294389
547,18307,523.0927243896438
548,18308,502.67404289686607
549,18309,469.19302982208296
550,18310,470.8952033426841
551,18311,459.7644686688393
552,18288,416.3735060778308
553,18289,332.2878413943565
554,18290,281.2178609609404
555,18291,232.36027174015712
556,18292,195.57834291742296
557,18293,175.07487786656873
558,18294,188.25303422007696
559,18295,218.3237963877679
560,18296,251.4134736549711
561,18297,324.8811403781511
562,18298,461.1318821487862
563,18299,511.22515475588943
564,18300,516.6414436108968
565,18301,456.9290787749553
566,18302,488.5684929061183
567,18303,482.39747527623297
568,18304,470.08503722332017
569,18305,481.0360037607666
570,18306,492.87488650395204
571,18307,522.99004448193
572,18308,502.57537105164965
573,18309,469.1009300952929
574,18310,470.8027694896257
575,18311,459.67421971103147
576,18312,416.32538364755095
577,18313,332.24943717735675
578,18314,281.18535916457245
579,18315,232.33341666697544
580,18316,195.55573892116976
581,18317,175.05464356135735
582,18318,188.2312768474728
583,18319,218.29856358232578
584,18320,251.38441650512658
585,18321,324.8435921917297
586,18322,461.07858676249316
587,18323,511.16606983211796
588,18324,516.5817326987303
589,18325,456.87626912829137
590,18326,488.51202652943095
591,18327,482.3417221158318
592,18328,470.0307070747896
593,18329,480.98040795263955
594,18330,492.8179224151801
595,18331,522.9295998292675
596,18332,502.51728582792424
597,18333,469.04671368509094
598,18334,470.7483563890811
599,18335,459.62109279429296
600,18312,418.0288504529376
601,18313,333.60889280886624
602,18314,282.33587735133534
603,18315,233.28404874135623
604,18316,196.35588881099028
605,18317,175.77090969873038
606,18318,189.00145744284254
607,18319,219.1917696450166
608,18320,252.41299901709394
609,18321,326.17274553662793
610,18322,462.9651689841754
611,18323,513.2575935926199
612,18324,518.695415573917
613,18325,458.74565684568256
614,18326,490.5108573812378
615,18327,484.31530610746483
616,18328,471.9539184341338
617,18329,482.9484218935869
618,18330,494.8343715794822
619,18331,525.0692560929783
620,18332,504.5734216033627
621,18333,470.9658988664937
622,18334,472.6745041338412
623,18335,461.5017114290996
624,18312,416.54296190605214
625,18313,332.4230760107513
626,18314,281.33231109968403
627,18315,232.45483780096242
628,18316,195.6579394565818
629,18317,175.1461298986903
630,18318,188.3296495026617
631,18319,218.41264987915793
632,18320,251.5157939942394
633,18321,325.0133606128986
634,18322,461.3195537558125
635,18323,511.4332133396904
636,18324,516.8517065177404
637,18325,457.1150399236643
638,18326,488.76733067413136
639,18327,482.59380156143504
640,18328,470.2763525883814
641,18329,481.2317759538378
642,18330,493.07547688946624
643,18331,523.2028911444711
644,18332,502.7799093435968
645,18333,469.2918449481074
646,18334,470.9943769576039
647,18335,459.86129807811324
648,18312,416.1218694077259
649,18313,332.0870221666576
650,18314,281.04790604048253
651,18315,232.21984406118173
652,18316,195.46014451565634
653,18317,174.96907079997519
654,18318,188.13926289222638
655,18319,218.19185169790234
656,18320,251.26153111202217
657,18321,324.68479741407845
658,18322,460.853195609875
659,18323,510.91619418625953
660,18324,516.329209689644
661,18325,456.65293221380614
662,18326,488.27322496308534
663,18327,482.10593680758984
664,18328,469.8009398162894
665,18329,480.745288101821
666,18330,492.5770159780715
667,18331,522.6739737632834
668,18332,502.27163800667404
669,18333,468.81742743657605
670,18334,470.5182383187871
671,18335,459.3964141151117
672,18312,416.95292137388685
673,18313,332.7502451140623
674,18314,281.60919693161685
675,18315,232.6836186718824
676,18316,195.85050500701195
677,18317,175.3185078303159
678,18318,188.51500258733347
679,18319,218.62761050003388
680,18320,251.76333456145022
681,18321,325.3332371119429
682,18322,461.7735821179628
683,18323,511.9365633111177
684,18324,517.3603893426375
685,18325,457.56493022465236
686,18326,489.24837299894045
687,18327,483.0687679302416
688,18328,470.7391961864587
689,18329,481.70540182395786
690,18330,493.5607592699029
691,18331,523.7178247730255
692,18332,503.2747427771742
693,18333,469.7537195987646
694,18334,471.4579272316192
695,18335,460.3138912324308
696,18312,417.4322043601507
697,18313,333.1327380119002
698,18314,281.9329037338621
699,18315,232.9510860378485
700,18316,196.07563309723315
701,18317,175.52003460629666
702,18318,188.7316985948776
703,18319,218.87892063282993
704,18320,252.05273385963176
705,18321,325.70720423729625
706,18322,462.30438598110874
707,18323,512.5250289921661
708,18324,517.9550896545138
709,18325,458.09089628682796
710,18326,489.81075884447665
711,18327,483.6240503849166
712,18328,471.2803059284321
713,18329,482.25911710367075
714,18330,494.12810215798265
715,18331,524.3198328898885
716,18332,503.85325178685946
717,18333,470.2936965457925
718,18334,471.99986314734974
719,18335,460.8430171962966
720,18312,417.3504567367883
721,18313,333.0674991316408
722,18314,281.87769154709935
723,18315,232.90546618043368
724,18316,196.03723472538366
725,18317,175.4856617296195
726,18318,188.694738418705
727,18319,218.8360565907676
728,18320,252.00337324073416
729,18321,325.6434195326657
730,18322,462.21385083688835
731,18323,512.4246589138727
732,18324,517.8536561830532
733,18325,458.00118628921825
734,18326,489.7148370037212
735,18327,483.5293401150646
736,18328,471.18801298949563
737,18329,482.1646741348334
738,18330,494.0313348324959
739,18331,524.2171529821746
740,18332,503.754579941643
741,18333,470.2015968190025
742,18334,471.90742929429143
743,18335,460.7527682384887
744,18312,417.3023343065083
745,18313,333.029094914641
746,18314,281.8451897507314
747,18315,232.87861110725194
748,18316,196.01463072913043
749,18317,175.46542742440812
750,18318,188.6729810461008
751,18319,218.81082378532548
752,18320,251.9743160908896
753,18321,325.60587134624427
754,18322,462.16055545059544
755,18323,512.365573990101
756,18324,517.7939452708866
757,18325,457.9483766425542
758,18326,489.6583706270336
759,18327,483.47358695466323
760,18328,471.133682840965
761,18329,482.10907832670625
762,18330,493.97437074372385
763,18331,524.1567083295122
764,18332,503.69649471791763
765,18333,470.14738040880036
766,18334,471.8530161937466
767,18335,460.69964132175016
768,18312,419.00580111189504
769,18313,334.38855054615055
770,18314,282.99570793749433
771,18315,233.82924318163276
772,18316,196.81478061895098
773,18317,176.18169356178115
774,18318,189.44316164147057
775,18319,219.7040298480163
776,18320,253.002898602857
777,18321,326.93502469114253
778,18322,464.0471376722777
779,18323,514.4570977506031
780,18324,519.9076281460734
781,18325,459.8177643599455
782,18326,491.65720147884053
783,18327,485.4471709462965
784,18328,473.0568942003093
785,18329,484.0770922676537
786,18330,495.9908199080261
787,18331,526.2963645932231
788,18332,505.7526304933561
789,18333,472.06656559020325
790,18334,473.7791639385068
791,18335,462.5802599565568
792,18312,417.51991256500963
793,18313,333.2027337480355
794,18314,281.99214168584297
795,18315,233.00003224123896
796,18316,196.11683126454247
797,18317,175.55691376174104
798,18318,188.7713537012897
799,18319,218.92491008215762
800,18320,252.10569358000242
801,18321,325.77563976741317
802,18322,462.4015224439146
803,18323,512.6327174976735
804,18324,518.0639190898967
805,18325,458.18714743792714
806,18326,489.9136747717341
807,18327,483.7256664002666
808,18328,471.37932835455683
809,18329,482.36044632790447
810,18330,494.23192521801
811,18331,524.4299996447157
812,18332,503.9591182335902
813,18333,470.3925116718169
814,18334,472.0990367622695
815,18335,460.93984660557044
816,18312,417.0988200666834
817,18313,332.8666799039419
818,18314,281.70773662664146
819,18315,232.76503850145826
820,18316,195.91903632361698
821,18317,175.37985466302592
822,18318,188.58096709085436
823,18319,218.70411190090203
824,18320,251.85143069778513
825,18321,325.447076568593
826,18322,461.9351642979772
827,18323,512.1156983442426
828,18324,517.5414222618003
829,18325,457.72503972806896
830,18326,489.419569060688
831,18327,483.2378016464213
832,18328,470.90391558246483
833,18329,481.87395847588766
834,18330,493.73346430661513
835,18331,523.901082263528
836,18332,503.45084689666743
837,18333,469.91809416028565
838,18334,471.6228981234527
839,18335,460.4749626425689
840,18312,417.9298720328444
841,18313,333.5299028513466
842,18314,282.26902751777584
843,18315,233.22881311215897
844,18316,196.30939681497267
845,18317,175.72929169336666
846,18318,188.95670678596147
847,18319,219.13987070303358
848,18320,252.35323414721327
849,18321,326.0955162664575
850,18322,462.855550806065
851,18323,513.1360674691009
852,18324,518.5726019147941
853,18325,458.6370377389152
854,18326,490.3947170965432
855,18327,484.2006327690732
856,18328,471.84217195263426
857,18329,482.8340721980246
858,18330,494.71720759844675
859,18331,524.9449332732704
860,18332,504.4539516671676
861,18333,470.85438632247417
862,18334,472.5625870362848
863,18335,461.392439759888
864,18312,418.4091550191081
865,18313,333.9123957491845
866,18314,282.592734320021
867,18315,233.49628047812507
868,18316,196.5345249051938
869,18317,175.9308184693474
870,18318,189.1734027935056
871,18319,219.39118083582963
872,18320,252.64263344539478
873,18321,326.46948339181085
874,18322,463.38635466921085
875,18323,513.7245331501492
876,18324,519.1673022266702
877,18325,459.1630038010908
878,18326,490.95710294207936
879,18327,484.75591522374805
880,18328,472.3832816946076
881,18329,483.3877874777374
882,18330,495.2845504865263
883,18331,525.5469413901333
884,18332,505.03246067685285
885,18333,471.394363269502
886,18334,473.1045229520154
887,18335,461.9215657237538
888,18312,418.3274073957457
889,18313,333.847156868925
890,18314,282.53752213325834
891,18315,233.45066062071015
892,18316,196.4961265333443
893,18317,175.89644559267023
894,18318,189.136442617333
895,18319,219.34831679376728
896,18320,252.59327282649718
897,18321,326.40569868718023
898,18322,463.2958195249905
899,18323,513.6241630718557
900,18324,519.0658687552095
901,18325,459.07329380348096
902,18326,490.86118110132384
903,18327,484.6612049538961
904,18328,472.29098875567104
905,18329,483.2933445089001
906,18330,495.18778316103965
907,18331,525.4442614824194
908,18332,504.93378883163643
909,18333,471.302263542712
910,18334,473.01208909895695
911,18335,461.8313167659459
912,18312,418.27928496546576
913,18313,333.8087526519253
914,18314,282.5050203368903
915,18315,233.4238055475285
916,18316,196.47352253709113
917,18317,175.8762112874589
918,18318,189.1146852447288
919,18319,219.32308398832518
920,18320,252.56421567665262
921,18321,326.36815050075893
922,18322,463.2425241386976
923,18323,513.5650781480842
924,18324,519.0061578430431
925,18325,459.020484156817
926,18326,490.8047147246365
927,18327,484.6054517934949
928,18328,472.2366586071405
929,18329,483.23774870077295
930,18330,495.1308190722676
931,18331,525.383816829757
932,18332,504.875703607911
933,18333,471.24804713251
934,18334,472.95767599841236
935,18335,461.7781898492074
936,18312,419.9827517708524
937,18313,335.1682082834348
938,18314,283.65553852365326
939,18315,234.3744376219093
940,18316,197.27367242691162
941,18317,176.59247742483188
942,18318,189.88486584009854
943,18319,220.216290051016
944,18320,253.59279818862
945,18321,327.6973038456571
946,18322,465.1291063603798
947,18323,515.6566019085863
948,18324,521.1198407182299
949,18325,460.8898718742083
950,18326,492.8035455764433
951,18327,486.579035785128
952,18328,474.1598699664847
953,18329,485.20576264172036
954,18330,497.14726823656974
955,18331,527.5234730934678
956,18332,506.9318393833495
957,18333,473.16723231391285
958,18334,474.88382374317246
959,18335,463.658808484014
960,18312,418.496863223967
961,18313,333.98239148531974
962,18314,282.6519722720019
963,18315,233.54522668151543
964,18316,196.57572307250314
965,18317,175.9676976247918
966,18318,189.2130578999177
967,18319,219.4371702851573
968,18320,252.69559316576544
969,18321,326.53791892192777
970,18322,463.48349113201675
971,18323,513.8322216556566
972,18324,519.2761316620531
973,18325,459.25925495218996
974,18326,491.0600188693368
975,18327,484.8575312390982
976,18328,472.48230412073235
977,18329,483.48911670197117
978,18330,495.38837354655374
979,18331,525.6571081449604
980,18332,505.1383271235835
981,18333,471.4931783955264
982,18334,473.20369656693515
983,18335,462.01839513302764
984,18312,418.07577072564084
985,18313,333.6463376412262
986,18314,282.3675672128004
987,18315,233.3102329417348
988,18316,196.37792813157768
989,18317,175.7906385260767
990,18318,189.0226712894824
991,18319,219.21637210390173
992,18320,252.4413302835482
993,18321,326.2093557231076
994,18322,463.01713298607945
995,18323,513.3152025022258
996,18324,518.7536348339569
997,18325,458.7971472423318
998,18326,490.5659131582908
999,18327,484.369666485253
1000,18328,472.00689134864035
1001,18329,483.0026288499545
1002,18330,494.8899126351589
1003,18331,525.1281907637727
1004,18332,504.6300557866608
1005,18333,471.01876088399524
1006,18334,472.72755792811836
1007,18335,461.5535111700261
1008,18312,418.9068226918017
1009,18313,334.30956058863086
1010,18314,282.9288581039348
1011,18315,233.77400755243548
1012,18316,196.7682886229333
1013,18317,176.1400755564174
1014,18318,189.39841098458947
1015,18319,219.65213090603322
1016,18320,252.94313373297624
1017,18321,326.857795420972
1018,18322,463.9375194941672
1019,18323,514.335571627084
1020,18324,519.7848144869504
1021,18325,459.709145253178
1022,18326,491.5410611941459
1023,18327,485.33249760790477
1024,18328,472.94514771880966
1025,18329,483.9627425720914
1026,18330,495.8736559269905
1027,18331,526.172041773515
1028,18332,505.63316055716086
1029,18333,471.9550530461837
1030,18334,473.66724684095044
1031,18335,462.4709882873452
1032,18312,419.38610567806563
1033,18313,334.6920534864688
1034,18314,283.25256490618
1035,18315,234.04147491840155
1036,18316,196.9934167131545
1037,18317,176.34160233239817
1038,18318,189.61510699213363
1039,18319,219.90344103882933
1040,18320,253.2325330311578
1041,18321,327.2317625463254
1042,18322,464.4683233573131
1043,18323,514.9240373081325
1044,18324,520.3795147988267
1045,18325,460.2351113153537
1046,18326,492.1034470396821
1047,18327,485.88778006257974
1048,18328,473.4862574607831
1049,18329,484.51645785180415
1050,18330,496.4409988150702
1051,18331,526.774049890378
1052,18332,506.21166956684624
1053,18333,472.49502999321163
1054,18334,474.209182756681
1055,18335,463.000114251211
1056,18312,419.30435805470313
1057,18313,334.62681460620934
1058,18314,283.19735271941727
1059,18315,233.9958550609867
1060,18316,196.955018341305
1061,18317,176.307229455721
1062,18318,189.57814681596102
1063,18319,219.86057699676698
1064,18320,253.18317241226018
1065,18321,327.16797784169484
1066,18322,464.37778821309274
1067,18323,514.823667229839
1068,18324,520.2780813273661
1069,18325,460.1454013177439
1070,18326,492.0075251989266
1071,18327,485.79306979272775
1072,18328,473.39396452184656
1073,18329,484.4220148829668
1074,18330,496.34423148958336
